Bot1,Bot2,Bot3,Bot4,Bot5,fBlood,fT,fD,fB,TK,DK,BK,Win
163,119,412,81,58,0,0,0,0,0,0,0,no
64,497,498,84,157,1,1,1,0,8,1,0,yes
39,111,266,429,105,1,0,0,0,0,2,0,no
60,41,82,555,236,0,1,1,1,9,3,1,yes
39,412,236,517,60,1,1,0,0,4,0,0,no
8,3,81,59,85,0,0,1,1,10,3,1,yes
39,60,350,84,81,1,0,0,0,4,0,0,no
127,517,421,498,497,0,1,1,1,9,3,1,yes
429,111,39,266,163,1,1,1,0,4,1,0,no
81,122,517,99,141,0,0,0,1,8,1,1,yes
111,429,13,8,76,1,1,1,1,7,3,1,yes
163,126,84,99,51,0,0,0,0,3,0,0,no
555,266,236,25,30,0,0,0,0,0,0,0,no
81,3,39,92,60,1,1,1,0,3,1,0,yes
126,555,24,15,163,1,1,1,0,8,1,0,yes
37,223,141,164,79,0,0,0,0,0,0,0,no
15,64,497,7,84,0,0,0,1,5,2,1,yes
145,59,13,126,555,1,1,1,0,2,1,0,no
67,58,60,39,43,1,1,0,0,4,0,0,yes
517,203,81,201,127,0,0,1,0,2,2,0,no
13,76,236,39,267,0,1,1,0,6,2,0,yes
15,266,84,517,25,1,0,0,0,1,0,0,no
13,15,350,113,39,1,1,1,1,5,1,2,no
34,84,222,412,266,0,0,0,0,7,3,0,yes
84,3,60,39,429,0,1,0,0,4,0,0,no
517,12,145,2,266,1,0,1,1,9,4,2,yes
157,141,84,25,164,1,0,0,0,4,1,0,no
517,79,3,266,145,0,1,1,1,7,3,1,yes
59,105,3,145,58,0,1,0,0,1,0,0,no
84,80,163,67,412,1,0,1,0,3,1,0,yes
30,81,24,142,267,1,0,0,0,3,1,0,no
114,518,110,64,7,0,1,1,1,10,3,1,yes
39,43,64,105,81,1,1,1,1,10,5,2,yes
266,26,222,33,13,0,0,0,0,2,0,0,no
145,111,7,60,39,1,1,1,0,3,1,0,yes
266,126,84,67,3,0,0,0,0,0,1,0,no
39,113,81,99,13,1,0,0,0,2,0,0,no
266,223,21,421,517,0,1,1,1,9,2,1,yes
266,517,421,107,16,1,0,1,1,6,2,1,no
61,236,30,22,43,0,1,0,0,8,2,1,yes
126,64,412,67,13,0,0,0,0,1,1,0,no
59,142,236,201,39,1,1,1,1,11,2,1,yes
60,517,2,236,201,1,1,1,0,9,1,0,yes
67,412,13,421,164,0,0,0,0,0,0,0,no
39,145,5,157,79,0,0,0,0,0,0,0,no
41,81,111,266,517,1,1,1,1,4,2,1,yes
517,64,164,145,12,0,1,1,1,8,1,1,yes
236,60,13,25,126,1,0,0,0,5,1,0,no
517,145,3,164,76,1,1,1,0,6,2,0,yes
202,56,111,223,84,0,0,0,1,4,0,1,no
99,80,517,64,81,1,0,1,0,2,2,0,no
28,40,236,142,39,0,1,0,1,8,0,1,yes
81,84,497,113,126,0,0,1,1,7,3,1,no
76,43,517,67,39,1,1,0,0,9,0,1,yes
60,67,111,7,266,0,1,1,1,11,3,1,yes
3,39,203,81,13,1,0,0,0,3,0,0,no
13,81,497,518,20,0,0,0,0,0,0,0,no
145,43,203,163,111,1,1,1,0,4,2,0,yes
42,80,163,126,30,1,1,0,0,11,0,0,yes
20,516,2,517,81,0,0,0,0,0,0,0,no
5,81,43,92,91,0,1,1,0,4,2,0,yes
85,44,29,30,157,1,0,0,0,2,0,0,no
61,80,163,120,43,1,0,0,0,0,0,0,yes
42,119,79,111,13,0,0,0,0,0,0,0,no
26,104,81,55,126,0,1,0,0,5,2,1,no
44,236,64,34,92,1,0,1,1,9,3,1,yes
59,55,44,29,68,0,1,1,0,7,1,0,yes
111,81,126,16,104,1,0,0,0,0,0,0,no
111,44,11,103,41,0,0,0,0,1,0,0,no
20,15,120,412,134,1,1,1,1,10,2,1,yes
33,117,8,497,236,0,1,0,1,5,0,1,yes
517,12,67,30,79,1,0,1,0,2,2,0,no
43,55,164,59,81,0,0,0,1,7,1,1,yes
60,6,432,236,84,1,1,1,0,2,2,0,no
126,121,43,145,69,1,1,1,0,8,3,0,yes
497,498,42,79,6,0,0,0,1,4,0,1,no
68,164,222,117,64,1,0,1,0,0,1,0,no
60,126,16,114,145,0,1,0,0,8,1,0,yes
76,17,126,16,81,1,1,1,1,10,2,1,yes
555,64,24,236,163,0,0,0,0,3,1,0,no
432,517,145,24,64,0,1,0,0,4,0,0,no
30,236,25,13,266,1,0,1,1,10,3,1,yes
39,154,157,145,412,0,1,1,0,10,1,0,yes
201,84,517,421,51,1,0,0,0,0,0,0,no
421,25,4,236,126,1,1,1,0,8,3,0,no
3,429,50,203,39,0,0,0,1,8,2,2,yes
91,13,429,59,25,1,1,0,0,9,1,0,yes
31,64,3,517,81,0,0,1,0,0,1,0,no
64,142,84,111,145,0,0,0,0,0,0,0,no
2,163,60,67,12,1,1,1,0,3,2,0,yes
85,55,64,412,429,1,1,1,0,8,2,0,yes
203,9,236,10,8,0,0,0,0,0,0,0,no
39,81,142,5,25,0,0,1,0,4,1,0,no
163,126,56,145,412,1,1,0,1,10,4,2,yes
84,3,76,236,240,0,1,0,0,7,2,0,no
39,9,79,81,120,1,0,1,1,7,3,1,yes
555,429,517,64,266,0,1,1,0,9,2,0,yes
3,82,6,163,145,1,0,0,0,0,0,0,no
201,55,236,59,85,1,1,0,0,2,0,0,no
421,120,412,67,163,0,0,1,1,6,4,1,yes
157,13,517,25,6,1,0,1,0,3,2,0,no
203,236,82,89,142,0,1,0,1,7,2,1,yes
59,10,13,89,145,1,0,0,0,0,0,0,no
39,37,236,84,30,0,1,1,0,6,2,0,yes
92,41,163,201,81,0,0,1,1,6,3,1,yes
16,60,2,67,82,1,1,0,0,3,1,0,no
126,236,201,64,27,1,0,1,0,6,2,0,yes
84,163,421,43,145,0,1,0,0,1,1,0,no
78,81,517,127,412,0,0,0,0,0,0,0,no
163,145,203,12,13,1,1,1,0,2,1,0,yes
10,26,236,39,141,0,0,0,0,0,0,0,no
145,59,518,517,9,1,1,1,0,4,2,0,yes
203,54,117,145,136,0,0,0,0,0,0,0,no
84,64,92,3,67,1,1,1,1,9,3,1,yes
67,72,84,78,163,0,0,0,0,2,0,0,no
122,10,429,40,5,1,1,1,1,11,3,1,yes
203,25,84,119,126,0,1,1,1,9,3,1,yes
9,117,145,58,92,1,0,0,0,2,0,0,no
60,12,145,84,67,1,0,0,0,1,0,0,no
555,39,64,517,21,0,1,1,1,9,3,1,yes
18,30,3,13,518,1,1,1,0,7,1,0,yes
120,201,8,39,64,0,0,0,0,1,1,0,no
163,6,110,74,43,0,1,1,0,3,1,0,yes
10,3,266,42,145,1,0,0,0,1,0,0,no
81,223,39,13,203,0,1,1,0,11,2,0,yes
517,107,10,67,59,1,0,0,0,0,0,0,no
8,67,25,60,39,1,0,0,0,1,0,0,no
84,145,99,121,517,0,1,1,1,11,3,1,yes
201,110,126,5,142,1,1,0,0,3,0,0,yes
67,3,39,268,154,0,0,0,0,0,0,0,no
429,3,41,76,134,1,1,1,0,6,2,0,yes
58,67,40,13,104,0,0,0,0,2,0,0,no
59,126,25,3,81,1,1,1,1,10,2,1,yes
39,40,236,154,8,0,0,0,0,1,0,0,no
9,64,78,145,7,1,1,1,0,10,2,0,yes
429,3,84,517,104,0,0,0,0,1,0,0,no
157,67,412,76,134,1,0,1,0,2,2,0,yes
429,16,126,203,105,0,1,0,0,1,0,0,no
43,85,266,81,517,0,0,1,0,2,1,0,no
13,64,15,3,58,1,1,0,1,9,2,1,yes
79,157,58,64,13,0,0,1,0,1,1,0,no
12,39,517,24,429,1,1,0,0,4,0,0,yes
145,240,127,72,497,0,0,0,0,1,0,0,no
236,555,126,517,154,1,1,1,1,11,2,1,yes
555,85,81,39,76,0,0,0,0,0,0,0,no
113,67,150,3,8,0,0,0,0,0,0,0,yes
201,7,67,92,83,0,0,0,1,3,0,1,no
39,59,40,13,18,1,1,1,0,9,3,0,yes
81,157,3,58,64,1,0,0,0,1,0,0,no
9,127,421,84,429,0,1,1,0,9,1,0,yes
517,203,15,157,79,0,1,0,0,2,0,0,no
7,64,518,39,25,1,0,1,0,3,3,0,yes
64,85,3,25,236,1,1,0,1,5,1,1,no
7,10,81,518,164,0,0,1,0,8,3,1,yes
236,555,92,517,64,1,1,1,0,4,2,0,yes
145,79,8,39,28,0,0,0,0,0,0,0,no
12,85,240,429,121,0,0,0,0,2,0,0,no
223,76,91,96,58,1,1,1,1,6,3,1,yes
92,64,412,127,236,1,0,1,0,1,1,0,no
3,7,81,30,58,0,1,0,0,7,1,0,yes
8,106,517,246,429,1,0,0,0,6,1,0,no
79,41,30,163,145,0,1,1,1,7,2,2,yes
350,106,30,81,105,0,0,0,1,5,0,1,yes
157,142,412,121,98,1,1,1,0,5,3,0,no
60,58,555,236,85,0,0,0,0,1,2,0,no
163,111,107,145,245,1,1,1,1,10,1,1,yes
201,102,58,81,163,0,1,1,1,5,2,1,yes
517,64,111,85,236,1,0,0,0,2,1,0,no
80,76,25,58,498,0,1,0,0,10,0,0,yes
164,81,555,245,126,1,0,0,0,0,0,0,no
555,5,81,163,41,0,0,1,0,0,2,0,no
106,145,7,245,58,1,1,0,1,9,2,1,yes
236,517,164,518,555,1,1,1,1,10,2,1,yes
3,245,92,25,51,0,0,0,0,3,1,0,no
498,24,79,245,126,0,1,0,0,3,1,0,yes
497,36,8,157,240,1,0,1,0,0,1,0,no
236,163,34,79,58,0,1,1,1,9,3,2,yes
72,517,98,56,81,1,0,0,0,2,0,0,no
24,163,245,497,236,1,1,0,1,6,1,1,yes
76,164,15,38,79,0,0,1,0,3,2,0,no
81,36,497,114,3,0,0,1,0,0,1,0,no
30,164,86,43,145,1,1,0,0,2,1,0,yes
3,119,111,64,41,0,1,1,0,7,2,0,yes
92,164,517,236,497,1,0,0,0,0,0,0,no
432,126,236,127,76,0,0,0,1,10,1,1,yes
203,7,518,43,145,1,1,1,0,2,2,0,no
81,43,121,106,517,0,0,0,0,0,0,0,no
98,163,246,350,86,1,1,1,1,2,2,1,yes
163,81,43,76,164,1,1,1,0,5,2,0,yes
79,161,266,498,497,0,0,0,0,0,0,0,no
350,105,81,58,60,0,0,1,0,3,2,0,yes
222,164,80,76,555,1,1,0,1,7,2,1,no
39,106,79,92,202,1,1,0,0,4,1,1,no
105,497,498,254,246,0,0,1,1,11,2,1,yes
126,80,30,12,15,1,1,1,0,8,2,0,yes
106,412,222,163,58,0,0,0,0,2,0,0,no
76,266,555,126,498,1,0,0,0,3,0,0,no
41,80,111,429,517,0,1,1,1,6,3,1,yes
266,34,236,60,497,1,0,0,0,2,0,0,no
240,2,498,106,43,0,1,1,0,6,3,0,yes
41,84,517,236,78,1,0,0,0,2,0,0,no
222,24,163,126,25,0,1,1,1,4,3,1,yes
145,2,107,136,350,0,0,1,0,1,1,0,no
16,236,60,24,163,1,1,0,0,5,2,0,yes
498,517,2,43,497,0,0,1,0,2,2,0,no
222,246,126,412,163,1,1,0,1,11,2,2,yes
142,85,517,555,67,1,0,1,1,5,1,1,no
497,81,18,163,91,0,1,0,0,8,2,0,yes
2,432,34,92,429,1,1,1,0,3,2,0,yes
99,43,141,3,498,0,0,0,0,0,0,0,no
555,145,8,102,45,1,1,1,1,9,2,1,yes
432,85,64,4,81,0,0,0,0,0,0,0,no
266,498,111,84,64,1,0,0,0,0,0,0,no
145,13,58,497,163,0,1,1,0,4,1,0,yes
3,59,421,43,67,1,1,0,0,3,2,0,no
222,106,223,121,163,0,0,1,1,10,2,1,yes
24,517,110,80,223,1,0,0,0,0,0,0,no
412,119,64,163,43,0,1,1,1,7,3,1,yes
84,34,121,145,106,1,1,1,1,9,3,1,yes
111,24,246,517,498,0,0,0,0,3,0,0,no
555,104,82,498,34,0,1,0,0,9,3,2,no
497,517,236,60,266,1,0,1,1,11,3,2,yes
79,39,497,81,517,1,1,0,0,3,0,0,no
555,34,266,236,60,0,0,1,1,10,4,1,yes
82,164,64,267,236,1,1,1,1,5,1,1,yes
498,266,84,79,412,0,0,0,0,0,0,0,no
145,85,517,9,105,1,0,1,1,7,2,1,yes
236,412,266,92,84,0,1,0,0,5,2,0,no
266,44,85,103,517,1,0,1,0,1,1,0,no
81,16,34,39,246,0,1,0,0,5,0,0,yes
498,80,497,142,79,0,0,0,1,6,2,1,yes
163,58,236,59,60,1,1,1,0,4,1,0,no
266,145,517,412,78,0,0,0,0,0,0,0,no
41,236,2,34,555,1,1,1,0,7,2,0,yes
412,120,236,85,142,0,0,0,0,0,0,0,yes
80,43,350,126,81,1,0,0,0,0,0,0,no
142,164,81,432,517,0,1,1,1,5,3,1,yes
13,421,80,43,267,1,0,0,0,1,0,0,no
79,201,142,92,110,0,0,1,0,0,1,0,no
163,266,223,145,114,1,1,0,0,8,1,0,yes
92,34,222,412,60,1,1,1,0,4,2,0,yes
126,497,498,163,164,0,0,0,0,0,0,0,no
266,64,350,81,163,0,1,0,0,8,2,0,yes
43,498,89,497,203,1,0,1,0,0,1,0,no
555,126,157,517,161,1,0,0,1,10,0,1,yes
56,110,39,163,111,0,1,1,0,2,1,0,no
85,222,412,76,266,0,0,0,0,0,0,0,no
163,64,79,145,58,1,1,1,0,9,3,0,yes
266,201,110,246,79,1,0,0,0,1,0,0,no
121,163,24,412,119,0,1,1,1,8,3,1,yes
498,58,67,163,412,0,0,0,0,2,0,0,no
34,350,2,236,36,1,1,1,1,7,2,1,yes
30,429,99,24,126,1,1,1,1,6,2,2,yes
40,84,58,203,145,0,0,0,0,2,2,0,no
412,236,240,79,126,1,1,0,0,3,0,0,no
222,223,163,121,43,0,0,1,1,5,4,1,yes
497,90,64,58,498,0,1,1,0,7,1,0,yes
76,222,412,41,134,1,0,0,0,0,0,0,no
126,412,79,236,84,0,1,1,1,8,3,1,yes
203,142,111,43,145,1,0,0,0,0,0,0,no
64,157,105,59,82,0,0,0,0,2,1,0,no
236,164,79,30,246,1,1,1,1,9,2,1,yes
22,89,8,121,246,0,0,1,0,1,1,0,no
163,83,81,223,5,1,1,0,1,7,2,1,yes
111,236,517,203,81,0,0,0,0,2,1,0,no
39,59,80,106,145,1,1,1,1,8,2,1,yes
163,3,222,240,517,1,0,0,0,3,1,0,no
126,80,102,201,236,0,1,1,1,11,3,1,yes
79,106,126,517,145,1,0,0,1,8,2,1,yes
84,121,236,201,103,0,1,1,0,1,1,0,no
164,266,145,201,2,0,1,0,0,4,1,0,no
142,44,111,236,517,1,0,1,1,6,2,1,yes
5,497,498,80,84,0,0,0,0,2,1,0,no
42,126,20,145,111,1,1,1,1,8,2,1,yes
7,64,266,412,145,0,1,1,1,4,3,2,no
517,111,133,18,163,1,0,0,0,4,2,0,yes
164,498,412,68,517,0,0,0,0,1,0,0,no
80,163,497,102,202,1,1,1,1,10,2,1,yes
13,266,145,99,60,0,1,0,0,9,0,1,yes
110,497,6,517,163,1,0,1,1,7,4,1,no
497,202,68,121,517,1,1,0,0,3,1,0,yes
163,236,12,39,5,0,0,1,0,1,1,0,no
68,79,246,555,145,0,0,0,0,0,0,0,no
28,98,266,36,163,1,1,1,1,10,3,1,yes
266,498,497,122,163,0,0,0,0,7,1,1,yes
114,145,106,80,517,1,1,1,1,8,2,1,no
59,111,119,126,92,0,0,0,0,0,0,0,no
84,163,2,201,145,1,1,1,0,7,2,0,yes
163,15,9,203,80,1,1,1,0,4,2,0,yes
350,84,58,81,60,0,0,0,0,0,0,0,no
203,79,81,517,84,1,0,0,0,0,0,0,no
498,64,99,39,266,0,1,1,0,4,2,0,yes
85,145,64,517,25,1,1,1,1,10,3,1,yes
81,80,24,39,26,0,0,0,0,1,1,0,no
266,2,53,81,517,1,0,0,0,8,2,1,no
163,117,498,412,5,0,1,1,1,7,2,1,yes
39,79,80,81,350,0,0,0,0,4,1,0,no
121,91,119,517,68,1,1,1,1,9,4,2,yes
105,84,412,119,79,0,1,0,1,6,1,2,no
223,81,92,121,38,1,0,1,0,5,5,1,yes
126,163,9,157,79,1,1,1,1,4,2,1,no
15,497,517,5,43,0,0,0,0,9,3,2,yes
555,48,163,58,81,1,0,0,0,0,0,0,no
5,266,43,145,432,0,1,1,0,3,1,0,yes
222,127,64,266,555,1,1,0,1,8,2,1,yes
412,5,24,145,7,0,0,1,0,3,1,0,no
163,79,145,84,2,0,0,1,0,10,4,0,yes
246,60,236,106,266,1,1,0,1,1,0,1,no
15,84,121,266,350,1,0,0,0,3,1,0,no
79,163,82,222,412,0,1,1,1,10,3,1,yes
498,240,84,2,89,0,1,1,1,9,3,1,yes
266,60,145,111,98,1,0,0,0,0,0,0,no
421,240,84,145,106,1,1,1,0,2,1,0,no
126,60,81,58,101,0,0,0,1,7,2,1,yes
106,39,84,517,429,1,0,0,0,1,0,0,yes
64,498,266,43,163,0,1,1,0,1,1,0,no
266,421,163,497,498,0,1,1,1,9,2,1,yes
27,80,223,517,81,1,0,0,0,4,0,0,no
98,163,84,236,246,1,1,1,0,5,2,0,yes
266,497,498,80,117,0,0,0,0,0,0,0,no
110,79,126,223,39,1,0,1,0,0,1,0,no
141,266,201,222,42,0,1,0,0,5,1,0,yes
246,350,163,164,236,1,0,1,0,2,1,0,no
113,110,39,412,114,0,1,0,0,11,1,0,yes
76,222,43,246,223,1,0,0,0,5,2,0,yes
84,31,60,58,432,0,1,1,0,2,1,0,no
498,412,114,79,126,1,1,1,0,4,1,0,yes
84,76,145,266,53,0,0,0,0,0,0,0,no
266,222,412,24,20,1,1,1,0,5,2,0,yes
25,30,58,51,84,0,0,0,0,0,0,0,no
41,12,145,60,23,1,0,0,1,10,3,1,yes
498,39,36,8,555,0,1,1,0,3,1,0,no
429,84,36,412,517,0,0,0,0,0,0,0,no
145,12,164,126,76,1,1,1,0,4,1,0,yes
145,84,246,98,266,1,0,0,0,4,0,1,no
517,58,81,79,76,0,1,1,1,7,7,2,yes
41,498,64,79,517,0,1,1,1,8,2,1,yes
12,236,82,84,145,1,0,0,0,2,0,0,no
18,266,350,76,81,1,1,1,0,3,1,0,no
126,555,157,24,79,0,0,0,1,8,2,1,yes
421,555,58,127,236,0,1,1,0,3,1,0,no
203,79,150,145,84,1,0,0,0,2,2,0,yes
497,59,114,498,84,0,0,0,0,1,0,0,no
432,58,245,266,51,1,1,1,0,3,2,0,yes
145,79,113,268,266,0,0,0,0,0,1,0,no
498,497,84,39,60,1,1,1,1,11,2,2,yes
60,266,80,236,91,1,1,1,0,6,2,0,yes
126,498,555,246,517,0,0,0,0,0,0,0,no
39,421,80,498,497,0,1,1,0,2,1,0,no
98,84,236,2,82,1,0,0,1,7,2,1,yes
99,145,43,141,7,1,0,0,1,8,3,2,no
30,39,236,266,350,0,1,1,0,3,2,1,yes
429,555,39,58,60,1,1,1,0,9,2,0,yes
236,7,163,350,266,0,0,0,0,0,0,0,no
121,412,39,429,268,0,1,0,1,10,2,1,yes
164,76,24,236,201,1,0,1,0,4,1,0,no
84,99,266,15,79,0,0,0,0,0,0,0,no
59,41,268,498,497,1,1,1,0,2,1,0,yes
84,28,98,145,266,0,0,0,0,1,0,0,no
64,497,498,13,164,1,1,1,0,4,2,0,yes
240,84,145,107,432,1,1,1,1,6,4,2,no
81,164,111,266,117,0,0,0,0,6,1,0,yes
127,145,555,2,85,1,1,1,0,6,1,0,yes
98,60,432,203,112,0,0,0,0,1,0,0,no
12,126,76,429,80,1,1,1,0,11,1,0,yes
15,157,266,223,64,0,0,0,0,0,0,0,no
31,84,2,26,157,1,0,1,0,2,2,0,yes
266,127,163,429,106,0,1,0,0,1,0,0,no
127,54,59,236,517,0,0,0,1,7,2,1,yes
106,84,164,2,157,1,1,1,0,3,1,0,no
84,412,119,64,127,1,1,1,1,10,4,1,yes
164,498,30,497,266,0,0,0,0,7,0,0,no
498,56,163,58,350,0,1,1,1,7,3,1,yes
110,78,223,79,127,1,0,0,0,1,0,0,no
497,127,2,498,126,0,1,1,0,4,3,0,yes
517,157,111,266,145,1,0,0,0,1,0,0,no
350,24,163,7,157,0,0,0,0,2,0,0,no
5,84,236,127,555,1,1,1,0,7,2,0,yes
79,245,64,236,80,1,1,1,0,4,3,0,yes
134,498,18,555,5,0,0,0,0,2,0,0,no
498,42,64,412,134,0,1,1,0,4,2,0,yes
126,13,350,236,76,1,0,0,0,0,0,0,no
98,85,145,266,163,1,1,1,0,7,2,0,yes
90,24,555,421,81,0,0,0,0,3,0,0,no
39,497,145,164,266,1,1,1,0,3,1,0,no
421,18,517,498,98,0,0,0,0,7,1,0,yes
79,223,126,30,145,1,0,0,0,4,1,0,yes
51,25,266,203,84,0,1,1,0,2,1,0,no
24,421,222,25,7,0,1,1,0,4,2,0,yes
79,50,126,236,266,1,0,0,0,0,0,0,no
236,266,154,497,126,1,1,1,0,10,2,0,yes
92,246,113,498,89,0,0,0,0,0,0,0,no
40,246,30,236,266,0,1,1,1,10,3,1,yes
28,145,126,18,555,1,0,0,0,2,0,0,no
223,18,517,59,145,1,1,0,0,2,0,0,no
110,412,84,163,58,0,0,1,0,5,2,0,yes
518,163,36,133,223,0,0,1,0,1,1,0,no
111,5,69,145,114,1,1,0,0,7,1,0,yes
105,36,350,81,24,0,0,0,0,3,0,0,no
2,7,266,432,145,1,1,1,1,8,4,1,yes
105,36,126,145,79,0,1,1,0,4,2,0,yes
236,39,50,246,60,1,0,0,0,2,1,0,no
432,163,36,80,22,1,1,1,0,3,2,0,yes
115,266,145,236,350,0,0,0,0,0,0,0,no
142,59,145,412,18,1,0,1,0,6,2,0,yes
85,105,67,223,163,0,1,0,1,5,3,2,no
79,163,113,126,81,1,0,0,0,5,1,0,yes
145,266,517,350,236,0,1,1,0,3,1,0,no
7,114,59,223,81,1,0,0,1,8,1,1,no
266,126,101,202,79,0,1,1,0,8,5,1,yes
6,164,25,427,51,1,1,0,0,3,0,0,no
555,15,30,126,58,0,0,1,0,5,1,0,yes
30,126,106,50,15,0,1,1,1,9,4,2,yes
43,67,350,85,203,1,0,0,0,2,0,0,no
350,42,236,150,2,1,1,0,0,8,0,0,yes
126,85,81,555,60,0,0,1,1,5,3,1,no
164,145,106,157,79,1,0,0,0,3,0,0,no
126,81,555,84,60,0,1,1,1,9,3,2,yes
236,89,6,517,79,1,0,0,0,2,0,0,no
126,24,28,498,497,0,1,1,1,5,3,1,yes
106,29,266,31,110,1,0,0,0,5,1,0,yes
223,517,42,222,240,0,1,1,1,5,1,1,no
163,53,498,42,266,1,1,1,0,9,2,0,yes
105,429,412,20,58,0,0,0,0,1,0,0,no
134,59,498,43,266,0,0,0,0,0,0,0,no
64,2,53,145,268,1,1,1,0,3,1,0,yes
164,555,145,28,90,1,1,1,0,5,1,0,yes
236,98,7,30,266,0,0,0,0,0,0,0,no
30,80,84,81,201,1,0,1,1,6,2,1,yes
163,92,34,236,223,0,1,0,0,3,1,0,no
2,8,105,117,81,0,1,1,0,8,3,0,yes
18,12,34,113,266,1,0,0,0,0,0,0,no
79,145,30,114,42,0,0,0,0,1,0,0,no
203,432,90,39,43,1,1,1,1,9,3,1,yes
113,5,145,517,111,0,1,1,0,5,2,0,yes
555,142,30,58,498,1,0,0,0,1,0,0,no
141,266,517,222,25,1,1,1,0,6,2,0,yes
145,58,111,105,106,0,0,0,0,2,0,0,no
517,236,145,117,85,0,0,0,0,1,0,0,no
498,8,497,105,246,1,1,1,0,9,2,0,yes
164,60,43,55,81,1,1,1,0,4,2,0,no
145,111,517,105,246,0,0,0,1,8,0,1,yes
104,201,266,13,119,0,0,0,0,2,0,0,no
145,105,517,164,555,1,1,1,1,2,2,1,yes
111,84,222,421,58,0,1,1,0,3,2,0,no
164,105,60,432,145,1,0,0,1,6,1,1,yes
110,223,2,164,517,0,0,1,1,4,3,1,no
145,106,114,105,246,1,1,0,0,9,2,1,yes
498,268,350,163,126,0,0,0,0,3,0,0,no
85,92,99,105,2,1,1,1,1,2,2,1,yes
15,60,43,142,117,1,0,0,0,0,0,0,no
105,246,126,555,81,0,1,1,0,1,1,0,yes
15,106,24,105,246,0,0,1,1,11,3,2,yes
350,203,85,236,84,1,1,0,0,3,0,0,no
9,236,266,145,76,0,1,0,0,2,1,0,no
164,29,350,105,121,1,0,1,1,4,2,1,yes
105,246,16,107,126,1,1,0,0,1,0,0,yes
76,164,81,223,58,0,0,1,0,1,1,0,no
22,555,59,517,84,0,0,0,0,0,0,0,no
266,105,246,21,350,1,1,1,1,4,3,1,yes
154,81,23,266,99,0,0,0,0,0,0,0,no
79,106,29,80,105,1,1,1,0,6,1,0,yes
145,432,164,105,30,0,1,0,1,8,2,1,yes
498,497,266,2,142,1,0,1,0,0,1,0,no
555,236,105,246,126,1,1,1,0,3,1,0,yes
127,421,497,42,498,0,0,0,0,0,0,0,no
58,246,517,223,81,0,0,0,0,6,0,0,no
105,60,498,497,107,1,1,1,1,7,4,1,yes
421,44,81,497,18,0,1,1,0,1,1,0,yes
79,112,12,498,58,1,0,0,0,0,0,0,no
145,106,254,64,517,1,0,0,0,0,0,0,yes
58,79,142,350,81,0,0,0,0,0,0,0,no
16,498,517,104,163,0,0,1,0,2,1,1,no
266,78,145,432,7,1,1,0,1,10,2,1,yes
163,39,79,350,15,1,0,1,1,9,3,1,yes
80,145,497,76,136,0,1,0,0,2,0,0,no
111,126,517,112,81,0,0,0,0,0,0,0,no
26,60,39,555,15,1,1,1,0,5,1,0,yes
92,79,157,110,223,1,1,1,0,4,1,0,yes
429,8,163,517,98,0,0,0,0,0,0,0,no
517,7,145,39,412,0,1,1,0,3,1,0,yes
236,421,90,266,106,1,0,0,0,2,0,0,no
517,43,18,8,42,0,1,0,0,1,0,0,no
350,164,64,163,236,1,0,1,0,1,1,0,yes
555,236,7,81,28,1,0,0,0,1,0,0,no
39,266,412,105,222,0,1,1,0,4,2,0,yes
80,517,39,555,236,1,0,0,0,0,0,0,no
119,163,78,64,412,0,1,1,0,3,2,0,yes
41,84,266,498,497,0,0,0,0,0,0,0,no
350,15,105,24,59,1,1,1,0,4,1,0,yes
412,164,30,41,429,1,1,0,1,4,2,1,yes
43,105,59,13,81,0,0,1,0,2,1,0,no
92,350,154,142,15,0,0,0,0,3,1,0,no
412,119,164,2,84,1,1,1,1,10,4,1,yes
64,498,105,114,106,0,1,1,0,7,1,0,yes
421,145,240,111,43,1,0,0,0,0,0,0,no
498,121,497,41,163,0,1,1,0,3,2,0,no
266,236,517,350,76,1,0,0,1,3,1,1,yes
222,412,105,240,64,1,1,0,0,2,0,0,yes
78,4,145,12,517,0,0,1,0,0,1,0,no
236,114,30,201,266,0,1,1,1,7,3,1,yes
164,145,111,7,517,1,0,0,0,2,0,0,no
266,15,350,105,60,1,1,1,1,5,2,1,yes
145,42,20,412,92,0,0,0,0,1,1,0,no
98,126,22,34,30,1,1,0,1,7,1,2,yes
266,43,145,203,201,0,0,1,0,3,3,0,no
22,126,40,64,105,0,1,0,1,5,2,1,yes
117,164,15,55,517,1,0,1,0,5,1,0,no
497,236,517,164,79,1,1,0,0,8,0,0,yes
117,126,64,163,498,0,0,1,0,3,2,0,no
201,8,7,48,145,0,1,1,0,2,2,0,no
92,240,246,99,111,1,0,0,0,3,1,0,yes
350,236,42,60,126,0,0,1,1,8,2,1,yes
555,105,246,22,8,1,1,0,0,4,0,0,no
43,142,498,350,266,0,1,0,1,3,0,1,no
34,421,81,92,497,1,0,1,0,9,4,0,yes
246,8,164,60,43,0,1,1,1,8,2,1,yes
81,127,517,59,350,1,0,0,0,1,0,0,no
8,81,161,164,555,1,0,0,0,0,0,0,no
111,90,84,145,80,0,1,1,0,3,2,0,yes
18,30,67,106,105,0,1,1,1,8,2,1,yes
142,68,81,141,350,1,0,0,0,2,0,0,no
81,163,2,43,164,0,1,1,1,9,4,1,yes
145,48,42,103,9,1,0,0,0,4,1,1,no
79,99,78,119,105,1,1,0,1,9,1,1,yes
42,64,38,145,412,0,0,1,0,3,1,0,no
