Bot1,Bot2,Bot3,Bot4,Bot5,fBlood,fT,fD,fB,TK,DK,BK,Win
121,83,412,8,142,0,1,0,1,8,1,1,yes
81,142,266,201,58,1,0,0,0,0,0,0,no
517,12,121,39,145,0,1,1,1,11,3,1,yes
64,126,517,12,81,0,0,1,0,0,1,0,no
39,3,79,134,429,1,1,0,0,7,0,0,yes
203,555,498,127,13,0,1,0,0,11,4,1,yes
9,112,8,236,104,1,0,1,1,2,2,1,no
412,145,91,79,64,0,1,1,1,9,2,1,yes
81,56,142,126,517,1,0,0,0,2,1,0,no
8,236,266,497,13,1,0,0,1,7,1,1,yes
68,39,40,67,421,0,1,1,0,4,2,0,no
164,223,39,60,81,1,0,0,0,1,0,0,no
142,67,3,5,24,0,1,1,1,10,4,1,yes
8,81,39,421,53,1,0,1,1,11,3,2,yes
127,203,26,236,89,0,1,0,0,3,1,0,no
9,92,8,517,81,0,0,0,0,0,0,0,no
145,3,58,157,60,1,1,1,1,10,3,1,yes
79,145,12,58,517,1,1,1,0,11,1,0,yes
25,91,51,85,421,0,0,0,0,0,0,0,no
127,58,81,3,126,0,0,0,0,0,0,0,no
85,40,266,64,236,1,0,0,0,0,0,0,yes
34,145,5,9,67,1,0,1,0,4,2,0,no
40,13,127,421,81,0,1,0,1,6,2,1,yes
429,53,38,8,203,0,1,0,1,7,1,1,yes
30,15,92,127,12,1,0,1,0,3,2,0,no
498,497,142,76,39,0,0,1,0,3,3,0,no
79,145,555,127,126,1,1,0,1,11,1,2,yes
39,145,223,142,421,1,0,0,1,10,1,1,yes
412,119,517,67,64,0,1,1,0,5,3,0,no
3,127,421,85,81,0,1,1,1,8,1,1,yes
12,8,39,64,78,1,0,0,0,1,1,0,no
12,15,91,28,78,0,0,0,0,4,2,0,no
266,60,145,39,3,1,1,1,1,6,2,1,yes
157,81,223,79,121,0,0,1,0,0,1,0,no
498,12,517,421,126,1,1,0,0,3,0,0,yes
26,516,64,53,81,1,0,0,0,1,0,0,no
3,15,127,39,121,0,1,1,1,11,4,1,yes
141,236,142,12,126,1,1,1,0,9,1,0,yes
201,429,121,39,8,0,0,0,0,0,1,0,no
112,236,421,16,127,1,1,1,0,9,1,0,yes
145,164,85,64,134,0,0,0,0,0,0,0,no
12,26,145,68,421,0,0,0,0,0,1,0,no
266,81,40,126,30,1,1,1,0,5,1,0,yes
9,429,24,39,20,1,1,1,0,7,2,1,yes
126,131,157,113,79,0,0,0,1,7,3,1,no
13,76,497,498,126,1,1,1,1,5,1,1,yes
105,64,79,15,517,0,0,0,0,3,2,0,no
64,142,236,78,53,1,1,1,0,7,1,0,yes
164,5,81,517,555,0,0,0,0,0,0,0,no
236,266,157,201,30,1,1,0,0,1,1,0,yes
39,79,81,3,517,0,0,1,0,0,1,0,no
39,555,8,81,266,0,0,0,0,0,0,0,no
112,517,5,58,40,1,1,0,0,1,0,0,yes
136,74,104,40,145,0,0,0,0,4,0,0,no
126,517,154,498,3,1,1,1,1,9,3,1,yes
14,5,89,39,25,1,0,1,0,3,2,0,yes
145,266,517,64,3,0,1,0,0,3,0,0,no
81,127,12,421,24,0,1,0,0,1,0,0,no
266,8,498,201,2,1,0,1,1,4,3,1,yes
236,55,12,421,114,1,1,0,0,5,1,0,yes
429,2,126,555,39,0,0,1,0,0,1,0,no
74,517,223,92,145,0,1,1,0,2,1,0,no
51,3,105,126,121,1,0,0,1,8,2,1,yes
64,69,111,83,15,0,0,0,0,0,0,0,no
39,555,13,429,59,1,1,1,0,7,2,0,yes
429,157,114,79,555,1,0,0,1,6,1,1,yes
517,98,112,59,2,0,1,1,0,2,1,0,no
55,126,64,3,429,0,0,0,0,2,1,0,no
67,59,58,517,555,1,1,1,0,2,2,0,yes
23,25,84,81,64,0,0,0,0,0,0,0,no
555,2,67,127,517,1,1,1,0,5,2,0,yes
421,39,84,555,81,1,1,1,0,5,2,0,yes
429,127,56,83,79,0,0,0,0,0,0,0,no
83,142,3,157,92,0,1,1,0,3,1,0,no
236,30,39,223,14,1,0,0,1,4,2,1,yes
12,76,145,266,126,0,1,0,0,5,1,0,yes
5,497,133,157,13,1,0,1,0,2,2,0,no
3,64,161,202,92,0,1,1,0,6,4,1,yes
84,421,91,81,412,1,0,0,1,8,2,1,no
39,517,432,421,67,1,0,1,1,10,2,1,yes
3,83,59,8,81,0,1,0,0,2,0,0,no
39,67,14,12,76,0,1,0,0,3,0,0,no
18,120,142,201,60,1,0,1,1,5,2,1,yes
145,497,58,64,112,1,0,1,1,5,3,1,no
142,41,498,79,5,0,1,0,0,8,2,1,yes
64,63,517,145,41,1,1,1,1,8,3,1,yes
497,3,498,5,8,0,0,0,0,0,0,0,no
126,163,92,157,26,0,0,1,0,6,2,0,yes
517,429,13,59,3,1,1,0,0,2,0,0,no
3,126,127,2,236,0,1,0,0,4,1,0,no
555,60,164,69,39,1,0,1,1,1,1,1,yes
421,55,9,81,126,1,0,1,1,7,2,2,yes
119,39,79,157,555,0,1,0,0,6,2,0,no
3,429,13,24,126,1,1,0,1,10,2,1,yes
145,76,157,12,517,0,0,1,0,3,1,0,no
40,81,121,112,122,0,0,0,0,0,0,0,no
157,3,59,85,61,1,1,1,0,10,2,0,yes
412,112,517,145,5,0,0,0,1,10,2,2,yes
81,555,42,126,64,1,1,1,0,7,5,1,no
126,429,11,412,157,1,1,0,0,5,1,0,no
15,25,59,43,142,0,0,1,1,10,3,2,yes
69,8,421,34,223,0,0,0,1,11,2,3,yes
3,145,517,28,126,1,1,1,0,9,3,0,no
79,236,126,64,157,0,1,1,1,11,4,2,yes
83,26,203,127,81,1,0,0,0,5,1,0,no
14,64,81,25,8,1,0,0,0,0,0,0,no
164,3,157,92,7,0,1,1,0,10,1,0,yes
30,39,79,67,517,1,1,0,0,5,2,0,no
126,81,3,121,112,0,0,1,1,9,3,2,yes
39,157,64,25,85,0,1,0,0,3,1,0,yes
81,517,76,555,122,1,0,1,0,1,2,0,no
145,64,412,105,74,0,0,0,0,6,0,0,yes
12,85,81,134,421,1,1,1,0,1,2,0,no
90,145,59,126,3,0,1,0,0,3,0,0,yes
26,79,81,223,238,1,0,1,0,0,1,0,no
13,91,67,60,117,1,1,0,1,10,1,1,yes
39,267,79,81,14,0,0,1,0,3,1,0,no
43,12,76,39,429,1,0,0,0,0,0,0,no
81,64,223,7,13,0,1,1,0,9,1,0,yes
157,7,64,9,517,0,1,1,1,9,3,1,yes
59,266,16,27,112,1,0,0,0,3,0,0,no
518,517,92,81,64,0,1,1,1,10,4,1,yes
203,266,3,67,43,1,0,0,0,1,0,0,no
67,41,3,91,28,0,0,0,0,0,1,0,no
240,555,121,145,8,1,1,1,1,7,2,1,yes
39,236,9,91,60,0,1,1,0,7,2,0,yes
517,3,69,107,114,1,0,0,1,3,0,1,no
8,60,555,126,2,0,0,0,1,8,1,1,yes
112,43,59,81,13,1,1,1,0,3,1,0,no
60,112,126,67,9,0,1,0,0,4,2,0,no
8,236,412,76,145,1,0,1,1,10,1,1,yes
58,21,28,223,13,1,0,0,0,0,0,0,no
81,2,39,16,68,0,0,0,0,0,0,0,yes
134,9,122,28,81,0,0,0,1,2,0,1,no
126,245,3,236,2,1,1,1,0,9,5,1,yes
79,555,114,157,142,0,1,0,0,4,0,0,no
16,145,85,64,39,1,0,1,1,7,2,1,yes
13,6,18,12,64,0,0,0,0,1,0,0,no
60,145,517,39,53,1,1,1,1,9,1,1,yes
39,121,83,96,117,1,0,1,1,7,1,2,yes
126,517,64,81,16,0,1,0,0,8,2,0,no
145,7,112,266,12,0,0,1,0,1,2,0,no
64,142,498,497,67,1,1,0,1,4,0,1,yes
80,21,412,421,142,1,1,0,0,6,1,0,no
8,79,201,81,39,0,0,1,1,10,2,1,yes
12,266,39,141,112,0,0,0,0,2,0,0,no
127,64,51,3,517,1,1,1,1,5,4,1,yes
79,3,15,38,59,0,0,0,0,8,0,0,yes
163,145,39,127,16,1,1,1,1,7,3,2,no
127,223,67,126,76,1,0,0,0,3,0,0,no
81,64,142,44,412,0,1,1,1,7,3,1,yes
12,22,79,240,164,1,1,1,1,9,3,1,yes
92,238,236,3,76,0,0,0,0,3,0,0,no
126,64,12,81,142,1,1,1,1,10,2,1,yes
517,41,28,51,98,0,0,0,0,2,0,0,no
8,24,432,112,92,1,1,1,0,1,1,0,yes
113,67,517,44,157,0,0,0,0,0,0,0,no
27,67,497,164,7,1,1,1,0,10,3,0,yes
39,163,122,64,105,0,0,0,1,3,0,1,no
37,39,121,38,81,0,0,0,0,4,0,0,no
26,157,163,5,142,1,1,1,1,7,3,1,yes
64,164,90,79,15,0,1,1,1,10,2,1,yes
81,92,157,13,12,1,0,0,0,2,0,0,no
64,516,83,55,81,0,0,0,0,3,0,0,no
145,12,517,13,5,1,1,1,1,8,2,2,yes
81,112,9,91,64,0,1,1,1,11,2,2,yes
517,16,79,145,92,1,0,0,0,2,1,0,no
126,142,3,64,83,1,1,1,0,5,2,1,yes
157,78,26,81,79,0,0,0,1,7,3,1,no
18,126,12,236,79,1,1,1,1,5,2,1,yes
85,39,223,80,145,0,0,0,0,4,0,0,no
103,39,15,9,5,0,1,1,1,10,3,1,yes
157,59,13,163,126,1,0,0,0,1,0,0,no
59,81,78,39,3,0,0,0,0,2,1,0,no
518,30,67,266,24,1,1,1,1,10,4,2,yes
517,67,28,40,91,1,0,0,0,5,1,0,no
126,79,145,39,16,0,1,1,1,10,3,2,yes
267,236,90,92,8,0,0,0,0,3,0,0,no
517,16,145,39,60,1,1,1,1,11,2,1,yes
157,412,236,13,79,0,0,0,0,0,0,0,no
121,127,81,43,201,1,1,1,0,9,1,0,yes
517,145,13,64,163,0,1,1,0,2,2,0,no
67,7,83,59,12,1,0,0,1,11,2,2,yes
517,39,81,64,40,1,0,0,0,0,0,0,no
59,6,127,15,117,0,1,1,1,10,4,1,yes
555,64,517,145,61,0,1,1,0,5,4,0,no
154,142,85,12,236,1,0,0,1,10,1,2,yes
112,64,266,412,67,0,0,1,0,1,2,0,no
126,43,3,56,51,1,1,0,1,7,1,1,yes
91,76,555,429,58,0,0,0,0,0,0,0,no
30,98,39,15,517,1,1,1,0,8,1,0,yes
24,3,58,51,555,0,1,0,1,10,3,2,yes
114,145,39,497,33,1,0,1,0,7,2,0,no
412,141,119,8,69,0,0,0,0,0,0,0,no
51,39,25,163,59,1,1,1,1,3,2,1,yes
83,429,13,121,201,1,0,1,1,10,3,2,yes
517,12,5,126,81,0,1,0,0,3,0,0,no
76,555,83,157,15,0,0,1,0,3,2,0,no
60,497,39,81,126,1,1,0,1,6,1,1,yes
145,432,85,44,157,0,0,1,0,3,2,0,no
126,81,13,9,79,1,1,0,1,7,3,2,yes
51,25,6,68,64,0,0,0,0,1,0,0,no
14,20,157,142,555,1,1,1,1,11,5,2,yes
9,33,119,126,13,0,0,0,0,2,2,0,no
142,555,6,498,20,1,1,1,1,11,2,2,yes
81,105,64,236,41,1,0,0,0,2,1,0,no
30,498,126,39,497,0,1,1,1,11,4,2,yes
80,12,517,51,90,0,1,1,0,10,2,0,yes
64,81,13,127,555,1,0,0,0,3,1,0,no
105,110,555,64,266,0,0,0,0,0,0,0,no
39,497,112,5,85,1,1,1,0,8,2,0,yes
127,3,107,236,2,0,0,0,0,2,0,0,no
51,113,142,25,92,1,1,1,0,1,2,0,yes
60,39,497,236,127,1,0,0,0,0,0,0,no
43,142,121,81,80,0,0,0,0,0,0,0,yes
236,245,113,429,12,1,0,1,1,7,2,1,yes
81,23,30,266,223,0,1,0,0,5,1,0,no
13,59,145,157,25,1,0,0,0,1,0,0,no
14,79,5,39,81,0,1,1,1,11,3,1,yes
145,157,126,26,79,1,0,0,0,0,0,0,no
266,13,25,5,81,0,1,1,0,3,2,0,yes
517,26,113,145,83,0,0,0,0,5,0,1,no
427,266,412,6,429,1,1,1,1,10,4,1,yes
79,64,81,122,127,0,0,0,0,3,0,0,no
39,3,22,76,517,1,1,1,1,9,3,1,yes
8,98,91,60,51,1,0,0,0,2,0,0,no
223,157,79,517,421,0,1,1,1,8,3,1,yes
92,64,201,22,8,0,1,1,0,1,3,0,no
420,39,3,145,56,1,0,0,1,10,0,1,yes
12,81,127,141,92,0,0,0,1,9,2,1,yes
145,112,266,3,5,1,1,1,0,3,2,0,no
236,76,201,39,126,1,1,1,0,3,1,0,yes
141,555,266,142,157,0,0,0,0,0,0,0,no
79,83,119,9,121,0,0,0,0,0,0,0,no
30,222,126,39,16,1,1,1,1,10,2,1,yes
89,81,126,203,245,0,0,0,0,2,1,0,no
266,3,83,28,51,1,1,1,0,10,2,0,yes
55,201,81,126,113,0,1,1,0,8,5,1,no
51,39,25,85,154,1,0,0,1,7,0,1,yes
39,114,113,555,81,0,0,0,0,4,1,0,no
84,3,83,64,236,1,1,1,1,9,3,2,yes
555,236,41,69,254,0,0,0,0,11,2,1,yes
122,64,145,13,3,1,1,1,1,4,2,1,no
412,145,142,60,14,0,0,0,0,2,0,0,no
84,12,6,121,15,1,1,1,1,7,3,1,yes
142,16,13,141,157,0,1,0,0,3,0,0,no
8,12,126,145,121,1,0,1,1,8,3,1,yes
203,145,497,83,266,0,0,1,1,7,2,1,yes
8,2,84,79,81,1,1,0,0,1,0,0,no
58,30,55,15,412,1,1,1,0,4,1,0,yes
39,127,85,145,64,0,0,0,0,0,0,0,no
145,555,127,60,23,0,1,0,1,10,1,1,yes
56,64,432,78,63,1,0,1,0,2,1,0,no
201,8,127,5,15,0,1,1,1,9,3,1,yes
14,145,142,30,143,1,0,0,0,0,0,0,no
79,127,145,9,126,1,1,0,0,3,1,0,no
429,59,98,13,5,0,0,1,1,8,3,2,yes
161,412,145,112,92,1,1,1,0,5,1,0,yes
3,44,81,157,84,0,0,0,0,1,0,0,no
42,266,107,555,145,1,1,1,1,10,2,1,yes
83,21,8,16,2,0,0,0,0,0,0,0,no
40,121,15,6,61,0,1,0,0,2,1,0,no
13,16,145,114,64,1,0,1,1,11,3,2,yes
25,68,79,157,67,1,0,1,0,3,1,0,no
498,39,8,497,154,0,1,0,1,10,2,1,yes
60,53,236,127,84,0,0,0,0,2,0,0,no
28,15,39,266,25,1,1,1,1,8,3,1,yes
497,498,64,39,8,1,1,0,0,7,2,1,no
157,68,79,12,145,0,0,1,1,9,3,2,yes
43,84,126,236,59,1,1,1,1,10,3,2,yes
105,51,79,58,555,0,0,0,0,3,0,0,no
104,84,9,145,80,0,0,0,1,10,1,1,yes
555,8,39,121,81,1,1,1,0,3,2,0,no
64,92,25,7,8,0,1,1,0,6,1,0,yes
555,80,157,69,79,1,0,0,0,1,1,0,no
79,157,83,201,15,0,0,1,0,0,1,0,no
82,9,266,145,64,1,1,0,0,3,0,0,yes
12,30,5,126,7,1,0,1,0,2,1,0,no
81,223,13,164,60,0,1,0,1,2,1,1,yes
157,76,16,15,14,1,1,0,0,3,0,0,no
64,145,30,8,117,0,0,1,1,11,3,1,yes
92,157,79,55,111,1,0,0,0,4,1,0,yes
13,81,164,12,5,0,1,1,0,1,1,0,no
59,81,6,90,432,0,1,0,0,8,3,0,yes
101,80,53,79,236,1,0,1,1,2,1,1,no
26,81,164,517,5,0,1,0,1,9,2,1,yes
25,51,104,157,7,1,0,1,0,1,1,0,no
58,59,555,145,69,0,1,0,0,1,1,0,no
7,104,25,14,112,1,0,1,1,10,4,2,yes
145,43,33,516,517,0,1,0,0,2,0,0,no
41,141,7,81,555,1,0,1,1,8,3,1,yes
23,40,145,154,84,1,0,0,0,1,0,0,no
60,134,81,126,111,0,1,1,0,7,1,0,yes
39,81,143,113,517,0,1,0,1,3,0,1,no
13,412,64,6,145,1,0,1,0,11,4,1,yes
245,2,145,12,84,0,1,1,0,6,3,0,no
8,81,121,157,25,1,0,0,1,8,1,1,yes
67,76,84,142,201,1,1,0,0,5,1,0,yes
64,81,157,16,8,0,0,1,0,1,1,0,no
3,15,38,164,412,1,0,0,0,1,0,0,no
81,203,84,266,9,0,1,1,0,8,2,0,yes
5,39,8,223,81,1,0,0,0,0,0,0,no
145,266,24,30,412,0,1,1,0,4,1,0,yes
21,89,121,55,78,0,0,0,0,0,0,0,no
92,497,79,19,236,1,1,1,1,9,3,1,yes
21,78,266,412,60,1,0,0,0,0,1,0,no
24,81,8,9,64,0,1,1,1,9,3,1,yes
112,13,145,412,5,1,1,1,1,9,3,1,yes
121,110,39,12,24,0,0,0,0,2,0,0,no
8,16,145,69,59,0,0,0,0,0,0,0,no
236,63,39,126,164,1,1,0,0,9,0,0,yes
39,25,67,113,27,0,0,1,1,10,3,1,yes
81,107,164,3,99,1,1,0,0,3,0,0,no
236,89,64,8,107,0,0,0,0,5,2,0,no
84,81,143,163,24,1,1,1,1,9,2,2,yes
104,16,41,81,13,0,0,0,0,1,0,0,no
8,39,157,121,12,1,1,1,1,5,3,1,yes
2,41,163,81,555,0,1,1,1,8,4,1,yes
25,51,164,8,121,1,0,0,0,2,0,0,no
555,145,7,121,41,0,1,1,1,6,3,1,yes
106,76,18,161,164,1,0,0,0,0,0,0,no
60,246,145,111,82,1,0,0,0,0,0,0,no
56,114,412,76,119,0,1,1,0,5,1,0,yes
81,121,3,223,8,0,0,0,0,0,0,0,no
106,145,246,163,150,1,1,1,0,3,1,0,yes
99,80,76,145,41,1,1,1,0,4,2,0,yes
134,517,53,81,254,0,0,0,0,0,0,0,no
7,81,517,80,111,0,1,1,0,5,2,0,no
245,24,142,555,21,1,0,0,1,8,1,1,yes
43,145,76,24,497,0,0,0,0,0,0,0,no
3,236,421,82,555,1,1,1,0,3,2,0,yes
236,84,43,56,164,1,1,0,0,2,0,0,yes
350,110,80,42,121,0,0,1,0,0,1,0,no
127,64,145,9,517,0,1,1,0,3,1,0,no
498,91,58,497,60,1,0,0,1,7,3,1,yes
412,266,4,421,81,1,1,0,0,5,2,0,yes
110,25,2,163,114,0,0,1,0,3,1,0,no
60,145,126,2,412,0,0,0,0,2,0,0,no
266,517,110,25,114,1,1,1,0,4,3,0,yes
41,111,429,42,2,1,1,0,1,10,3,1,yes
25,51,43,268,59,0,0,1,0,0,1,0,no
154,86,8,412,236,1,1,0,0,3,1,0,yes
517,91,81,497,240,0,0,1,0,0,1,0,no
18,222,84,126,201,1,1,0,0,4,0,0,no
223,142,81,42,2,0,0,1,1,8,4,2,yes
40,24,2,81,8,0,0,0,0,2,2,1,no
76,43,145,42,78,1,1,1,1,7,2,1,yes
91,350,126,81,76,0,0,0,0,9,1,0,no
429,60,58,82,111,1,1,1,1,6,2,1,yes
58,2,9,236,240,1,1,1,0,3,1,0,yes
517,111,43,498,48,0,0,0,0,0,0,0,no
497,517,164,498,92,1,1,1,0,9,1,0,yes
113,555,24,81,91,0,0,0,0,1,0,0,no
58,518,81,99,48,1,1,0,0,3,0,0,no
78,163,13,236,350,0,0,1,1,10,3,1,yes
58,429,223,80,60,0,0,0,0,0,0,0,no
2,517,79,555,81,1,1,1,0,8,2,0,yes
43,517,91,18,266,0,1,1,1,11,3,2,yes
40,81,39,163,126,1,0,0,0,4,1,0,no
555,266,15,79,82,1,0,0,0,1,0,0,no
142,60,99,110,164,0,1,1,0,9,2,0,yes
421,82,223,42,110,1,1,0,1,6,1,1,yes
126,30,114,99,236,0,0,1,0,3,1,0,no
99,421,8,82,51,0,0,1,0,2,1,0,no
81,246,43,268,517,1,1,0,1,9,2,1,yes
60,266,111,127,145,1,1,0,1,7,1,1,yes
240,555,64,81,43,0,0,1,0,5,4,0,no
55,81,60,246,555,1,0,0,0,0,0,0,yes
84,111,145,517,266,0,0,0,0,0,0,0,no
517,111,24,498,8,0,0,0,1,8,0,1,yes
43,25,145,421,7,1,1,1,0,4,4,1,no
2,113,142,145,350,0,1,0,0,9,2,1,yes
110,43,268,64,246,1,0,1,1,6,2,1,no
15,246,43,350,64,0,1,1,0,8,1,0,yes
39,80,555,60,81,1,0,0,0,1,0,0,no
163,236,106,85,498,0,1,1,1,8,3,1,no
25,517,24,145,246,1,0,0,0,8,1,1,yes
3,145,43,163,60,1,1,1,1,8,2,1,yes
110,64,164,40,114,0,0,0,0,1,0,0,no
222,126,99,13,60,1,0,0,1,5,1,2,yes
350,8,246,15,421,0,1,1,0,6,2,0,no
15,350,82,39,2,0,0,1,0,1,1,0,no
38,222,246,76,111,1,1,0,0,7,2,0,yes
2,412,266,15,43,0,1,0,0,1,0,0,no
8,163,126,81,223,1,0,1,0,0,2,0,yes
517,350,8,236,126,0,0,0,0,0,0,0,no
51,91,266,99,60,1,1,1,0,6,1,0,yes
412,126,145,5,142,1,1,0,0,2,0,0,no
37,39,555,2,161,0,0,1,0,3,2,0,yes
81,82,99,126,2,0,0,0,0,0,0,0,no
236,555,58,60,92,1,1,1,0,8,2,0,yes
203,163,81,223,24,1,1,1,0,7,1,0,yes
266,99,145,79,43,0,0,0,0,1,0,0,no
164,266,350,22,517,0,0,0,0,0,0,0,no
111,145,60,126,58,1,1,1,0,7,1,0,yes
99,516,203,51,39,0,1,0,0,1,1,0,no
163,81,555,114,126,1,0,1,1,7,2,1,yes
81,518,60,266,350,0,1,0,1,10,3,1,yes
131,111,55,150,145,1,0,1,0,1,1,0,no
13,51,266,163,99,1,1,1,1,9,1,1,yes
517,236,164,16,246,0,0,0,0,3,0,0,no
81,99,43,79,2,0,1,1,0,4,3,0,no
82,203,518,222,223,1,0,0,0,2,0,0,yes
9,266,43,517,145,1,0,1,1,7,3,1,yes
117,39,15,79,91,0,1,0,0,4,0,0,no
157,145,111,76,126,1,1,1,0,7,2,0,no
517,142,164,223,81,0,0,0,1,9,2,1,yes
99,266,113,134,110,0,0,0,0,0,0,0,no
223,163,15,60,80,1,0,0,0,0,0,0,yes
429,350,91,517,8,0,0,0,0,0,0,0,no
110,58,76,99,161,1,1,1,0,2,2,0,yes
39,40,30,126,15,0,0,1,0,7,2,0,yes
91,555,58,60,236,1,1,0,1,2,1,1,no
164,203,142,110,99,0,0,1,1,8,2,1,yes
350,18,4,517,126,1,1,0,0,2,1,0,no
113,555,246,15,39,1,0,1,0,0,1,0,no
497,60,238,429,92,0,1,0,0,1,0,0,yes
91,517,81,223,43,0,1,1,1,9,2,1,yes
80,79,222,266,99,1,0,0,0,3,0,0,no
555,420,2,268,145,0,1,1,1,9,2,2,yes
15,60,517,236,82,1,0,0,0,5,2,0,no
120,15,8,266,40,0,0,0,0,3,0,0,yes
350,81,82,126,517,1,1,1,1,2,2,1,no
164,163,60,99,15,1,1,1,0,4,2,0,yes
79,498,518,16,2,0,0,0,0,1,0,0,no
91,13,498,517,350,1,1,1,0,10,3,0,yes
164,110,161,64,43,0,0,0,1,3,3,1,no
81,223,268,517,39,0,1,1,0,8,1,1,no
42,421,145,518,555,1,0,0,1,9,3,2,yes
91,43,79,266,22,0,0,0,0,2,0,0,no
350,92,238,60,236,1,1,1,0,8,2,0,yes
40,266,518,77,110,1,1,0,1,11,2,2,yes
55,51,157,25,517,0,0,1,0,2,2,0,no
60,91,110,412,41,0,0,0,0,3,1,0,no
2,51,163,82,99,1,1,1,1,6,3,1,yes
110,99,164,163,266,0,0,0,0,6,1,0,no
43,81,223,157,517,1,1,1,1,9,3,2,yes
222,223,518,517,266,1,0,0,1,7,0,1,yes
68,64,110,43,91,0,1,1,0,1,2,0,no
22,223,517,268,58,0,1,0,0,4,2,0,no
16,91,81,85,141,1,0,1,1,11,3,2,yes
58,22,350,157,79,1,1,1,0,7,1,0,yes
145,9,266,8,163,0,0,0,0,0,0,0,no
517,266,51,43,238,0,1,1,0,3,1,0,yes
142,82,421,99,81,1,0,0,0,0,0,0,no
43,246,12,517,145,1,0,0,1,7,3,1,no
99,82,110,268,164,0,1,1,0,8,2,1,yes
82,113,429,106,131,0,1,0,1,8,0,1,yes
141,43,68,145,105,1,0,1,0,3,3,0,no
2,8,202,111,55,0,0,1,0,9,2,0,yes
518,51,58,203,99,1,1,0,1,4,2,1,no
163,157,145,99,58,1,1,1,0,7,1,0,yes
238,84,81,63,246,0,0,0,0,0,0,0,no
145,412,246,164,38,1,1,0,0,3,1,0,yes
81,350,223,39,60,0,0,1,0,0,1,0,no
111,15,517,24,112,1,1,0,1,10,0,1,yes
81,60,497,164,39,0,0,1,0,1,3,0,no
268,145,2,164,350,1,0,0,1,9,2,2,yes
555,266,5,15,82,0,1,1,0,6,3,0,no
43,145,421,555,266,1,1,1,0,2,1,0,yes
113,518,157,99,429,0,0,0,0,0,0,0,no
84,497,56,59,498,0,0,0,0,1,0,0,no
164,37,223,39,60,1,1,1,0,4,2,0,yes
163,51,8,99,266,1,0,0,1,8,1,2,yes
22,43,79,58,142,0,1,1,0,8,4,1,no
43,42,145,60,126,0,0,1,0,2,1,0,no
350,92,421,268,18,1,1,0,0,8,1,0,yes
60,15,12,157,92,0,0,1,1,11,1,1,yes
223,110,39,113,85,1,1,0,0,2,1,0,no
41,5,15,268,111,1,1,1,1,9,3,1,yes
498,43,39,246,60,0,0,0,0,3,0,0,no
22,223,8,114,121,1,0,1,0,0,2,0,no
163,497,60,266,498,0,1,0,0,3,0,0,yes
163,111,15,24,82,0,1,1,0,7,1,0,yes
223,4,84,22,5,1,0,0,0,0,0,0,no
517,2,268,350,15,0,1,1,0,8,2,0,yes
3,79,157,164,236,1,0,0,0,1,0,0,no
13,15,99,2,58,0,0,0,0,2,0,0,no
81,350,85,59,268,1,1,1,0,7,3,0,yes
59,39,12,81,240,0,1,1,1,9,3,1,yes
350,8,203,67,43,1,0,0,0,1,0,0,no
92,59,91,12,236,1,0,0,0,0,0,0,no
223,15,518,60,39,0,1,1,0,5,2,0,yes
82,350,2,43,236,1,1,0,0,3,1,0,no
555,517,268,429,41,0,0,1,1,8,2,1,yes
99,157,59,266,81,0,0,0,1,7,2,1,yes
164,163,350,15,2,1,1,1,0,4,2,0,no
266,82,79,145,350,0,1,0,1,4,2,1,no
161,22,223,58,2,1,0,1,0,9,3,1,yes
412,119,39,64,8,0,1,1,1,10,3,1,yes
60,43,15,164,58,1,0,0,0,4,0,0,no
236,267,60,161,58,1,1,1,1,11,3,2,yes
40,15,41,4,79,0,0,0,0,4,1,0,no
350,266,92,81,268,0,1,0,0,1,0,0,no
2,99,24,42,518,1,0,1,1,11,4,2,yes
163,99,60,51,58,0,1,1,1,4,3,1,yes
266,421,22,26,268,1,0,0,0,1,0,0,no
145,41,99,2,117,1,0,1,1,9,2,1,no
43,163,222,82,64,0,1,0,0,7,3,1,yes
84,111,15,59,60,1,1,0,0,2,0,0,no
79,85,157,81,350,0,0,1,0,4,1,0,yes
555,268,113,164,81,0,0,0,0,1,0,0,no
60,15,23,266,25,1,1,1,0,9,3,0,yes
2,518,99,268,266,1,1,0,1,11,2,1,yes
82,111,121,145,4,0,0,1,0,2,1,0,no
114,111,60,126,145,0,1,0,1,9,1,1,yes
498,99,82,517,266,1,0,1,0,2,2,0,no
142,350,15,24,64,1,1,1,0,7,2,0,yes
497,498,8,60,39,0,0,0,0,0,0,0,no
45,2,145,99,82,0,0,1,0,2,2,0,no
517,350,161,41,81,1,1,0,0,8,0,0,yes
266,99,56,51,92,0,0,1,0,4,1,0,no
555,60,84,15,236,1,1,0,1,9,2,1,yes
4,145,126,2,98,1,0,1,0,9,2,0,yes
223,5,266,13,81,0,1,0,1,1,2,1,no
16,107,517,163,67,1,1,0,0,4,1,0,no
266,81,141,268,350,0,0,1,1,7,2,1,yes
79,266,12,39,119,1,1,0,0,7,0,0,yes
350,84,15,92,5,0,0,0,0,0,0,0,no
223,164,203,37,84,0,0,0,0,0,0,0,yes
163,126,110,64,111,0,0,0,0,0,0,0,no
51,99,268,82,60,0,0,0,0,2,0,0,no
266,145,79,53,142,1,1,1,1,4,3,1,yes
39,15,350,20,55,0,1,1,1,10,3,1,yes
114,9,145,126,60,1,0,0,0,0,0,0,no
39,203,555,84,145,1,1,1,1,9,2,1,yes
